,Title,Price,Brand,Model,Reg_Date,Km,Condition,Capacity,Type,Location
120,  Grander 2018 Bstp Chính Chủ Công Chứng,27.800.000 đ ,Yamaha,Grande,2018,12000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 11, Quận 11, Tp Hồ Chí Minh"
121,  Xe nhà di cần bán,13.800.000 đ ,Honda,Wave,2020,5000,Đã sử dụng,100 - 175 cc,Xe số,"Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh"
122,  bán xe biển tp chạy ít,33.800.000 đ ,Honda,MSX 125,2018,12,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"5E Đường Số 6, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
123,  Wave lóc đen 2003,18.000.000 đ ,Honda,Wave,2003,42000,Đã sử dụng,50 - 100 cc,Xe số,"1/52, Khu Vực Bình Hưng, Phường Phước Thới, Quận Ô Môn, Cần Thơ"
124,  Raider 2020 odo30k,24.000.000 đ ,Suzuki,Raider,2020,300000,Đã sử dụng,100 - 175 cc,Xe số,"Phường 4, Thành phố Tân An, Long An"
125,  Lead 2013 xanh chính chủ đứng tên,17.000.000 đ ,Honda,Lead,2013,55000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
126,"  xe suzuki,axelo,đk nam 2017 odo 30k",14.500.000 đ ,Suzuki,Axelo,2017,30000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Dt0945812810, Xã Bình Thạnh Đông, Huyện Phú Tân, An Giang"
127,"  Attila Elizabeth ""Nữ hoàng"" chính chủ",8.500.000 đ ,SYM,Attila,2017,7000,Đã sử dụng,100 - 175 cc,Tay ga,"34 Đường Nguyễn Thị Diệu, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
128,  Ab 125 bs tphcm ngay chủ,25.800.000 đ ,Honda,Air Blade,2016,9000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh"
129,  xe cũ,45.000.000 đ ,Honda,Vario,2019,50000,Đã sử dụng,100 - 175 cc,Tay ga,"Đường Linh Đông, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
130,  Bán xe AirBlade 125 chính chủ.,38.000.000 đ ,Honda,Air Blade,2021,3000,Đã sử dụng,100 - 175 cc,Tay ga,"121 Đường Tôn Đức Thắng, Phường Trần Nguyên Hãn, Quận Lê Chân, Hải Phòng"
131,  wave anpha zin xe rất đẹp,13.700.000 đ ,Honda,Wave,2019,18,Đã sử dụng,100 - 175 cc,Xe số,"Phường 2, Thành phố Vĩnh Long, Vĩnh Long"
132,  bán xe,7.000.000 đ ,SYM,Attila,2013,1234,Đã sử dụng,100 - 175 cc,Tay ga,"Phường An Phú, Thành phố Thuận An, Bình Dương"
133,  Cần bán xe ae đi cày,2.100.000 đ ,Suzuki,Hayate,2010,12358,Đã sử dụng,100 - 175 cc,Tay ga,"314A Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh"
134,  Winner X Bstp ngay chủ,27.500.000 đ ,Honda,Winner X,2020,9000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh"
135,  Suzuki Hayate s Fi 2013 mới 90% biển số thành phố,8.000.000 đ ,Suzuki,Hayate,2013,5,Đã sử dụng,100 - 175 cc,Tay ga,"523 Lũy Bán Bích, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
136,  Ab. Kgt cho ae di cày máy êm,4.000.000 đ ,Honda,Air Blade,2008,9999,Đã sử dụng,100 - 175 cc,Xe số,"Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
137,  Lead 125 bs tphcm,22.800.000 đ ,Honda,Lead,2014,9000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh"
138,  HonDa Wave thái 110 hỗ trợ góp ko cần trả trước,25.500.000 đ ,Honda,Wave,2000,22222,Đã sử dụng,100 - 175 cc,Xe số,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh"
139,  Honda CB 150R mới cứng. Chính chủ pkl bs 29,60.000.000 đ ,Honda,CB,2020,3000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
140,  Sprint 125 Iget Abs Màu Ghi 2020 BS 889.80,68.000.000 đ ,Piaggio,Sprint,2020,8000,Đã sử dụng,100 - 175 cc,Tay ga,"15 Đường Nguyễn Biểu, Phường 1, Quận 5, Tp Hồ Chí Minh"
141,  Cần Bán Ex150 2018 From Đèn Led Bstp Chính Chủ,32.800.000 đ ,Yamaha,Exciter,2019,35000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 11, Quận 11, Tp Hồ Chí Minh"
142,  SH 125i 2022 màu trắng xe mới 98% . Biển số SG,85.000.000 đ ,Honda,SH,2022,1555,Đã sử dụng,100 - 175 cc,Tay ga,"59 Đường Số 21, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh"
143,  Xe SH Mode 87979,160.000.000 đ ,Honda,SH,2023,600,Đã sử dụng,100 - 175 cc,Tay ga,"Xã Sông Xoài, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu"
144,  xe scoopy 2000,16.000.000 đ ,Honda,Scoopy,2000,10000,Đã sử dụng,Dưới 50 cc,Tay ga,"Xã Mỹ Đức, Thành phố Hà Tiên, Kiên Giang"
145,  Exciter led 2020 9c,27.700.000 đ ,Yamaha,Exciter,2020,32000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh"
146,  Honda CB150R nakedbike rất đẹp,69.500.000 đ ,Honda,CB,2019,26000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh"
147,  sirius nhật gtdd gl hoạc bán,4.300.000 đ ,Yamaha,Sirius,2017,999999,Đã sử dụng,100 - 175 cc,Xe số,"Khu Công Nghiệp Giao Long,, Xã An Phước, Huyện Châu Thành, Bến Tre"
148,  Sh350i xám xi măng Dk 02/2023.,130.000.000 đ ,Honda,SH,2023,750,Đã sử dụng,Trên 175 cc,Tay ga,"Phường 1, Quận 11, Tp Hồ Chí Minh"
149,  Bán xe AirBlade 2019.,34.000.000 đ ,Honda,Air Blade,2019,9000,Đã sử dụng,100 - 175 cc,Tay ga,"121 Đường Tôn Đức Thắng, Phường Trần Nguyên Hãn, Quận Lê Chân, Hải Phòng"
150,  Cần tiền bán gấp,110.000.000 đ ,Honda,SH,2009,65000,Đã sử dụng,100 - 175 cc,Tay ga,"459 Đường Kha Vạn Cân, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
151,  bán GPX250cc 2021 siêu đẹp odo6k 🌿🌿🌿,55.800.000 đ ,GPX,Legend 200,2021,6000,Đã sử dụng,Trên 175 cc,Tay côn/Moto,"Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
152,  HONDA FUTURE 2014,16.000.000 đ ,Honda,Future,2014,30000,Đã sử dụng,100 - 175 cc,Xe số,"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh"
153,  Bán Kawasaki Z125 xe lướt,38.000.000 đ ,Kawasaki,Z125,2016,5000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường An Cư, Quận Ninh Kiều, Cần Thơ"
154,  Exciter 150 2020 BS65 Xanh GP rất đẹp máy zin,30.000.000 đ ,Yamaha,Exciter,2020,8000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường An Thới, Quận Bình Thuỷ, Cần Thơ"
155,  Vision bs 59 bs tphcm 19.519 ngay chủ,25.800.000 đ ,Honda,Vision,2017,9000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh"
156,  Vario khóa smartkey 2021 mới 90% bstp chính chủ,38.000.000 đ ,Honda,Vario,2021,5,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
157,  Cần ra đi wave 110 chính chủ  Máy móc êm ngoại đẹp,15.300.000 đ ,Honda,Wave,2018,12345,Đã sử dụng,50 - 100 cc,Xe số,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh"
158,  Honda Dream Thái 7số hỗ trợ góp.quẹt thẻ tín dụng,25.000.000 đ ,Honda,Dream,2007,22222,Đã sử dụng,100 - 175 cc,Xe số,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh"
159,  EX 2014 XÚN DÀN BS 92 GIAO LƯU,22.500.000 đ ,Yamaha,Exciter,2014,999,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"
160,"  CD 125 JA,03 9 chủ hải quan",158.000.000 đ ,Honda,CD,2017,588,Đã sử dụng,100 - 175 cc,Xe số,"Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh"
161,  GPX Legend 200 2022 mới ra mắt. chính chủ pkl,25.000.000 đ ,GPX,Legend 200,2022,5000,Đã sử dụng,Trên 175 cc,Tay côn/Moto,"Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
162,  Ban xe AirBlade 2017,29.500.000 đ ,Honda,Air Blade,2017,15,Đã sử dụng,100 - 175 cc,Tay ga,"121 Đường Tôn Đức Thắng, Phường Trần Nguyên Hãn, Quận Lê Chân, Hải Phòng"
163,  Cần Bán Sh150i 11/2014 Khóa Smk Bstp Chính Chủ,62.800.000 đ ,Honda,SH,2015,32,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 11, Quận 11, Tp Hồ Chí Minh"
164,  Sprint S150 Iget Abs Màu Xám 2022 Up 2 Đĩa,98.000.000 đ ,Piaggio,Sprint,2022,2200,Đã sử dụng,100 - 175 cc,Tay ga,"15 Đường Nguyễn Biểu, Phường 1, Quận 5, Tp Hồ Chí Minh"
165,  XE CHÍNH CHỦ CẦN BÁN,11.000.000 đ ,Yamaha,Sirius,2017,60000,Đã sử dụng,50 - 100 cc,Xe số,"Phường Thuận Giao, Thành phố Thuận An, Bình Dương"
166,  SH 150i ABS 2022 SIÊU LƯỚT 29V1-796.82 biển đẹp,106.000.000 đ ,Honda,SH,2022,600,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
167,  thừa nên bán cho a lấy đi,6.000.000 đ ,Honda,Click,2008,48434,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội"
168,  SUZUKI GZ125,28.000.000 đ ,Suzuki,GZ,2009,75000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh"
169,"  elizabeth biển tp.hcm máy khoẻ, êm- có hỗ trợ góp",4.900.000 đ ,SYM,Attila,2008,30,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh"
170,"  Winner X ABS, đăng kí 2022, nilon cả xe, 2000km😍",29.000.000 đ ,Honda,Winner X,2022,2000,Đã sử dụng,Trên 175 cc,Tay côn/Moto,"Xã An Đồng, Huyện An Dương, Hải Phòng"
171,  CBR150 ABS,49.500.000 đ ,Honda,CBR,2020,2600,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Đường Lê Thành Phương, Phường 8, Thành phố Tuy Hòa, Phú Yên"
172,"  Today 50cc biển số tp, máy zin êm- có hỗ trợ góp",8.300.000 đ ,Daelim,Dòng khác,2014,30,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh"
173,  bán xe ai nhu cầu liên hệ,90.000.000 đ ,Honda,SH,2018,16000,Đã sử dụng,100 - 175 cc,Tay ga,"Xã Phú Trung, Huyện Phú Riềng, Bình Phước"
174,  Sh 150 2018,70.000.000 đ ,Honda,SH,2018,12700,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
175,"  honda wave s 2012 zin đẹp,nhà đi xe êm như điện",7.300.000 đ ,Honda,Wave,2012,45,Đã sử dụng,100 - 175 cc,Xe số,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh"
176,  Honda wave black 2019 mới 90% bstp chính chủ,14.000.000 đ ,Honda,Wave,2019,5,Đã sử dụng,100 - 175 cc,Xe số,"Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
177,  Vision fi đk 2011 biển số Tp  Máy móc nguyên zin,15.600.000 đ ,Honda,Vision,2011,43000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh"
178,  honda wave A 110 2019 hỗ trợ trả góp,13.500.000 đ ,Honda,Wave,2019,22222,Đã sử dụng,100 - 175 cc,Xe số,"Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh"
179,  honda lead bs TP máy êm ru- có hỗ trợ trả góp,6.900.000 đ ,Honda,Lead,2009,30,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh"
180,  MOTO DUCATI 2019 BIỂN SỐ 75 GIAO LƯU,13.500.000 đ ,Ducati,Dòng khác,2019,999,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"
181,  Yamaha TFX 150 FI biển 29 chất đẹp pkl moto,28.000.000 đ ,Yamaha,TFX,2021,11000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
182,"  🔥 AirBlade 2017 Xanh Bản Cao Cấp,Bstp_Chính Chủ",28.500.000 đ ,Honda,Air Blade,2017,18000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 3, Quận Tân Bình, Tp Hồ Chí Minh"
183,  cửa hàng mua bán xe máy 139 thiên lôi_lê chân_hp,12.000.000 đ ,Yamaha,Jupiter,2011,10000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Trần Nguyên Hãn, Quận Lê Chân, Hải Phòng"
184,  Medley S150 Iget Abs Màu Xám 06/2022,83.000.000 đ ,Piaggio,Medley,2022,2400,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 2, Quận 5, Tp Hồ Chí Minh"
185,  Thanh Lý Fu Fi 125 Biển 59 9 Chủ Có Góp,16.800.000 đ ,Honda,Future,2021,123,Đã sử dụng,100 - 175 cc,Tay ga,"Phường An Phú, Thành phố Thuận An, Bình Dương"
186,  Bán Xe Air Blade 2012 Máy Zin Êm Ngon Biển Đẹp,11.800.000 đ ,Honda,Air Blade,2012,6886,Đã sử dụng,100 - 175 cc,Tay ga,"262/1 Hẻm 262 Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh"
187,  ex 155 dọn kiểng,36.500.000 đ ,Yamaha,Exciter,2021,20000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Xã An Hữu, Huyện Cái Bè, Tiền Giang"
188,  mua xe cũ và hư hỏng không nổ cũng mua,1.200.000 đ ,Hãng khác,Dòng khác,2002,10000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh"
189,  Cần bán Airblade 2019 màu đen mờ,30.000.000 đ ,Honda,Air Blade,2019,5000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
190,  SH 125 2016 đen 29E2-033.96 fun độ nhâp,59.500.000 đ ,Honda,SH,2016,18000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
191,  Bán xe ab 2015 còn đẹp xe ít đi ai quan tâm alo,23.000.000 đ ,Honda,Air Blade,2015,58000,Đã sử dụng,100 - 175 cc,Tay ga,"Thanh hà, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
192,  XE TAY GA HONDA VISION ĐỎ 2013 ĐÃ SỬ DỤNG,13.000.000 đ ,Honda,Vision,2013,41500,Đã sử dụng,100 - 175 cc,Tay ga,"Nguyễn Thị Búp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh"
193,"  Xe AB, 125cc 2020, trắng đỏ. Xe còn mới 95%.",38.000.000 đ ,Honda,Air Blade,2020,21900,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai"
194,  GPX LEGEND 200cc Cafe Racer,41.000.000 đ ,GPX,Legend 200,2019,25000,Đã sử dụng,Trên 175 cc,Tay côn/Moto,"Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh"
195,"  HARLEY SPORTSTER S 1250 2022 , Siêu Mới 99,99%",548.000.000 đ ,Harley Davidson,Sportster,2022,578,Đã sử dụng,Trên 175 cc,Tay côn/Moto,"Xã An Thượng, Huyện Hoài Đức, Hà Nội"
196,  SH 125 Nguyên Bản Độ Smarkey 2015 Trắng Chất ✅,53.500.000 đ ,Honda,SH,2015,10000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội"
197,  CHUYÊN MUA XE MÁY CŨ GIÁ CAO TẬN NHÀ,15.000.000 đ ,Honda,Wave,2022,1000,Đã sử dụng,100 - 175 cc,Xe số,"Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh"
198,  Bán hộ bà cô .xe đi ít một chủ từ đầu vespa lx,9.500.000 đ ,Piaggio,Vespa,2012,1234,Đã sử dụng,100 - 175 cc,Tay ga,"Xã Vũ Đông, Thành phố Thái Bình, Thái Bình"
199,  chính chủ dư k đi nưa nên bán,21.000.000 đ ,Yamaha,Exciter,2017,810000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Xã Phước Lại, Huyện Cần Giuộc, Long An"
200,  cần ra đi em liberty cuối 2018 ABS đẹp keng,26.000.000 đ ,Piaggio,Liberty,2018,200000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai"
201,  Vespa sprint 125 2015 bstp chính chủ xe đẹp,43.800.000 đ ,Piaggio,Sprint,2015,12345,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh"
202,  Xe wave  rsx 110 biển  29,7.500.000 đ ,Honda,Wave,2010,5,Đã sử dụng,100 - 175 cc,Xe số,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"
203,  Yamaha Nouvo năm 2014 mới 90% biển số thành phố,12.000.000 đ ,Yamaha,Nouvo,2014,5,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
204,  Cần ra đi RAIDER 2016 xe phiên bản đặc biệt (BTC),20.800.000 đ ,Suzuki,Raider,2016,12345,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh"
205,"  Sh125, Đk T8/2022. odo 6.300 km. Như mới,Chính Chủ",75.000.000 đ ,Honda,SH,2022,6000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai"
206,  Honda Lead 110Fi Hỗ trợ trả góp.quẹt thẻ tín dụng,10.500.000 đ ,Honda,Lead,2010,23456,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh"
207,"  Wave trắng A 110 HQ mâm,máy êm đề gtdd xe y hình",4.900.000 đ ,Honda,Wave,2009,3456,Đã sử dụng,100 - 175 cc,Xe số,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh"
208,  R15V3 BIỂN 47,35.000.000 đ ,Yamaha,R,2019,22000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Thị trấn Chư Sê, Huyện Chư Sê, Gia Lai"
209,  No 4,4.200.000 đ ,Yamaha,Nouvo,2013,20000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh"
210,  GPX 200GR vừa ra mắt. đẹp lướt mới super sport pkl,20.000.000 đ ,GPX,Demon 150GR,2021,4000,Đã sử dụng,Trên 175 cc,Tay côn/Moto,"Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
211,  cần thanh lý dàn ab 2009-2011 zin chất xe đẹp,10.500.000 đ ,Honda,Air Blade,2009,2000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Trần Nguyên Hãn, Quận Lê Chân, Hải Phòng"
212,  GTS SuperSport 300 Quasar Màu Trắng 2019,93.000.000 đ ,Piaggio,GTS,2019,8000,Đã sử dụng,Trên 175 cc,Tay ga,"Phường 2, Quận 5, Tp Hồ Chí Minh"
213,  Ex 150 chính chủ bao sang tên bs 72.,23.500.000 đ ,Yamaha,Exciter,2018,46307,Đã sử dụng,100 - 175 cc,Xe số,"Phường Phước Nguyên, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu"
214,  SH 125i CBS 2019 ĐEN 28B1-269.40 CHẤT,73.000.000 đ ,Honda,SH,2019,5000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
215,  Thanh lý gấp Elizabeth fi 6.500,6.500.000 đ ,SYM,Elizabeth,2013,888888,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh"
216,  2021,24.800.000 đ ,Yamaha,Grande,2021,12000,Đã sử dụng,100 - 175 cc,Tay ga,"Xã Hiếu Tử, Huyện Tiểu Cần, Trà Vinh"
217,  JUPITER 2023,25.000.000 đ ,Yamaha,Jupiter,2023,100,Đã sử dụng,100 - 175 cc,Xe số,"Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
218,  Rebelusa 125 Custom. 2 máy 3 đĩa,38.000.000 đ ,RebelUSA,Rebell,2012,20000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh"
219,  xe Sh 125i Cbs 2017 màu đen bóng,62.000.000 đ ,Honda,SH,2017,9000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"
220,  Ex 135 xuống full 2010 bs 72 zin êm,19.500.000 đ ,Yamaha,Exciter,2013,13457,Đã sử dụng,100 - 175 cc,Xe số,"Phường Phước Nguyên, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu"
221,  Xe minsk xanh lính giấy tờ đầy đủ,13.500.000 đ ,Hãng khác,Dòng khác,2002,35000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
222,  xe dọn fino biển số 01234.5 chính chủ,79.000.000 đ ,Yamaha,Dòng khác,2010,15000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 10, Quận 6, Tp Hồ Chí Minh"
223,"  Honda CB190R Màu Đen , Biển 29A1 Tại Tấn Đạt Motor",38.500.000 đ ,Honda,CB,2016,15000,Đã sử dụng,Trên 175 cc,Tay côn/Moto,"Xã An Thượng, Huyện Hoài Đức, Hà Nội"
224,  SH 150 ABS Xám Xi Măng 2023 Siêu Mới LiKe New99%✅,110.000.000 đ ,Honda,SH,2023,500,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội"
225,  Xe dư nên cần ra đi e nó,40.000.000 đ ,RebelUSA,Rebell,2011,5000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Phú Thủy, Thành phố Phan Thiết, Bình Thuận"
226,"  AB FI 2009 ,XE BA LÀM CƠ QUAN ÍT ĐI  BIỂN HCM",21.500.000 đ ,Honda,Air Blade,2009,19,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh"
227,  Xe wave thuoc,28.500.000 đ ,Honda,Wave,2002,1000,Đã sử dụng,50 - 100 cc,Xe số,"Xã Phạm Văn Cội, Huyện Củ Chi, Tp Hồ Chí Minh"
228,  VARIO 160,47.000.000 đ ,Honda,Vario,2023,4000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"
229,  CẦN MUA XE MÁY CŨ HƯ GIÁ CAO TẬN NƠI,9.000.000 đ ,,,,18900,Đã sử dụng,100 - 175 cc,,"Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh"
230,  XM ĐỨC TIẾN THU MUA XE MÁY CŨ GIÁ CAO,8.500.000 đ ,,,,16640,Đã sử dụng,100 - 175 cc,,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh"
231,"  KHA ĐANG CẦN THU MUA XE SL LỚN, GIÁ TỐT",12.977.000 đ ,,,,9669,Đã sử dụng,100 - 175 cc,,"Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh"
232,  [HỖ TRỢ TRẢ GÓP] Vespa S125ie lên đèn led 2 tầng,21.500.000 đ ,Piaggio,Vespa,2014,16000,Đã sử dụng,100 - 175 cc,Tay ga,"Số Nhà 29 Ngõ 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
233,  Cửa hàng xe cũ bán góp không đồng,12.345.000 đ ,,,2019,12345,Đã sử dụng,100 - 175 cc,Tay ga,Tp Hồ Chí Minh
234,  Honda Vario 125 đặc biệt chính chủ sang tên,33.800.000 đ ,Honda,Vario,2020,20000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh"
235,  Sirius fi 9chủ,11.000.000 đ ,Yamaha,Sirius,2016,100,Đã sử dụng,100 - 175 cc,Xe số,"Phường 9, Thành phố Vĩnh Long, Vĩnh Long"
236,  Wave sinh viên,3.300.000 đ ,Hãng khác,Dòng khác,2010,100,Đã sử dụng,100 - 175 cc,Xe số,"Phường 9, Thành phố Vĩnh Long, Vĩnh Long"
237,  Tìm mua Exciter 156,30.000.000 đ ,Yamaha,Exciter,2020,20000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương"
238,  wave 2020 kiểng,18.500.000 đ ,Honda,Wave,2020,20000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh"
239,  Honda wave RSX Fi 2019 mới 90% biển số 62,12.500.000 đ ,Honda,Wave,2019,5,Đã sử dụng,100 - 175 cc,Xe số,"523 Lũy Bán Bích, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
